,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,242.0,1477,聚陽,458,435,238.0,226.0,,,,,,,,,,,False
2022-12-12,,1477,聚陽,460,490,226.0,226.0,58.0,28.0,,60464.0,7.0,7.0,,60464.0,, ,False
2022-12-13,,1477,聚陽,412,408,221.0,221.0,18.0,22.0,,60464.0,1.0,1.0,,60464.0,, ,False
2022-12-14,,1477,聚陽,408,416,221.0,221.0,24.0,16.0,,60464.0,,,,60464.0,, ,False
2022-12-15,,1477,聚陽,416,411,221.0,222.0,33.0,38.0,,60464.0,,1.0,,60464.0,, ,False
2022-12-18,,1477,聚陽,411,408,222.0,220.0,35.0,38.0,,60464.0,2.0,,,60464.0,, ,False
2022-12-19,,1477,聚陽,408,401,220.0,220.0,9.0,16.0,,60464.0,,,,60464.0,, ,False
2022-12-20,,1477,聚陽,401,381,220.0,222.0,28.0,34.0,14.0,60464.0,,2.0,,60464.0,, ,False
2022-12-21,,1477,聚陽,381,391,222.0,220.0,42.0,32.0,,60464.0,3.0,1.0,,60464.0,, ,False
2022-12-23,,1477,聚陽,429,412,208.0,206.0,3.0,19.0,1.0,60464.0,,,2.0,60464.0,, ,False
2022-12-26,,1477,聚陽,412,414,206.0,207.0,20.0,18.0,,60464.0,,1.0,,60464.0,, ,False
2022-12-27,,1477,聚陽,414,404,207.0,208.0,15.0,25.0,,60464.0,,1.0,,60464.0,, ,False
2022-12-28,,1477,聚陽,404,393,208.0,208.0,13.0,24.0,,60464.0,,,,60464.0,, ,False
2022-12-29,,1477,聚陽,393,434,208.0,211.0,56.0,15.0,,60464.0,1.0,4.0,,60464.0,, ,False
2022-12-30,,1477,聚陽,434,429,211.0,211.0,5.0,10.0,,60464.0,3.0,3.0,,60464.0,, ,False
2023-01-03,,1477,聚陽,429,445,211.0,203.0,53.0,37.0,,60464.0,9.0,1.0,,60464.0,, ,
2023-01-04,,1477,聚陽,445,456,203.0,202.0,23.0,12.0,,60464.0,3.0,2.0,,60464.0,1.0, ,
2023-01-05,,1477,聚陽,456,429,202.0,202.0,26.0,53.0,,60464.0,2.0,2.0,,60464.0,, ,
2023-01-06,,1477,聚陽,429,414,202.0,201.0,19.0,32.0,2.0,60464.0,1.0,,,60464.0,, ,
2023-01-10,,1477,聚陽,391,403,200.0,184.0,14.0,2.0,,60464.0,,,16.0,60464.0,, ,
2023-01-11,,1477,聚陽,403,425,184.0,182.0,25.0,3.0,,60464.0,2.0,,,60464.0,, ,
2023-01-12,,1477,聚陽,425,426,182.0,182.0,17.0,16.0,,60464.0,,,,60464.0,, ,
2023-01-14,,1477,聚陽,426,469,182.0,180.0,71.0,28.0,,60464.0,3.0,1.0,,60464.0,, ,
2023-01-16,,1477,聚陽,469,493,180.0,179.0,43.0,19.0,,60464.0,1.0,,,60464.0,, ,
2023-01-18,,1477,聚陽,493,409,179.0,181.0,14.0,97.0,1.0,60464.0,1.0,3.0,,60464.0,, ,
2023-02-01,,1477,聚陽,574,617,177.0,178.0,81.0,37.0,1.0,60464.0,,1.0,,60464.0,, ,
2023-02-02,,1477,聚陽,574,617,177.0,178.0,81.0,37.0,1.0,60464.0,,1.0,,60464.0,, ,
2023-02-03,,1477,聚陽,628,603,179.0,192.0,43.0,63.0,5.0,60464.0,1.0,14.0,,60464.0,, ,
2023-02-04,,1477,聚陽,628,603,179.0,192.0,43.0,63.0,5.0,60464.0,1.0,14.0,,60464.0,, ,
2023-02-06,,1477,聚陽,603,569,192.0,196.0,18.0,52.0,,60464.0,1.0,5.0,,60464.0,, ,
2023-02-07,,1477,聚陽,569,535,196.0,196.0,27.0,61.0,,60464.0,5.0,5.0,,60464.0,, ,
2023-02-08,,1477,聚陽,535,489,196.0,194.0,12.0,58.0,,60464.0,5.0,3.0,,60464.0,, ,
2023-02-09,,1477,聚陽,489,517,194.0,194.0,51.0,23.0,,60464.0,,,,60464.0,, ,
